date, pm25, pm10, o3, no2, so2, co
2020/8/27, 17, , 19, 8, 2, 2
2020/8/28, 24, , 19, 7, , 3
2020/8/29, 22, , 23, 6, , 2
2020/8/30, 12, , 22, 4, 1, 1
2020/8/31, 8, , 18, 6, , 1
2020/9/1, 23, , 17, 8, , 2
2020/9/2, 20, , 23, 3, , 1
2020/9/3, 10, , 22, 4, , 1
2020/9/4, 13, , 21, 5, 2, 2
2020/9/5, 14, , 20, 5, , 3
2020/9/6, 25, , 20, 7, , 2
2020/9/7, 14, , 21, 5, , 1
2020/9/8, 11, , 19, 5, 8, 1
2020/9/9, 11, , 18, 6, , 1
2020/9/10, 11, , 19, 6, 1, 2
2020/9/11, 21, , 10, 6, 1, 2
2020/9/12, 20, , 22, 2, , 1
2020/9/13, 17, , 23, 2, 2, 1
2020/9/14, 11, , 21, 4, 1, 1
2020/9/15, 22, , 17, 8, 1, 2
2020/9/16, 16, , 19, 4, 1, 1
2020/9/17, 8, , 19, 5, , 1
2020/9/18, 8, , 14, 5, , 1
2020/9/19, 16, , 22, 5, , 2
2020/9/20, 13, , 18, 6, 1, 1
2020/9/21, 8, , 21, 5, , 1
2020/9/22, 4, , 21, 1, , 1
2020/9/23, 4, , 21, 5, 1, 1
2020/9/24, 7, , 19, 5, 1, 1
2020/9/25, 5, , 23, 1, , 
2020/9/26, 5, , 23, 2, , 
2020/9/27, 12, , 22, 5, 1, 1
2020/9/28, 16, , 19, 5, , 1
2020/9/29, 18, , 17, 7, , 2
2020/9/30, 19, , 24, 6, 2, 1
2020/4/1, 7, , 16, 4, , 
2020/4/2, 12, , 17, 5, , 
2020/4/3, 24, , 18, 2, , 
2020/4/4, 8, , 16, , , 
2020/4/5, 4, , 16, 2, , 
2020/4/6, 8, , 16, 3, , 
2020/4/7, 9, , 14, 5, , 
2020/4/8, 10, , 13, 4, , 1
2020/4/9, 5, , 17, 4, 1, 
2020/4/10, 28, , 17, 1, , 
2020/4/11, 13, , 18, 2, , 
2020/4/12, 9, , 15, 3, , 
2020/4/13, 19, , 12, 6, , 1
2020/4/14, 28, , 12, 9, , 1
2020/4/15, 26, , 18, 3, , 
2020/4/16, 14, , 18, 2, 2, 
2020/4/17, 9, , 16, 3, 1, 
2020/4/18, 10, , 16, 3, , 
2020/4/19, 10, , 15, 5, , 
2020/4/20, 15, , 15, 8, 1, 1
2020/4/21, 20, , 18, 4, , 
2020/4/22, 18, , 12, 8, , 2
2020/4/23, 21, , 17, 4, 1, 
2020/4/24, 17, , 12, 7, , 1
2020/4/25, 25, , 17, 4, , 
2020/4/26, 23, , 17, 8, 1, 
2020/4/27, 23, , 8, 8, , 
2020/4/28, 58, , 16, 5, , 
2020/4/29, 52, , 18, 4, , 3
2020/4/30, 11, , 19, 1, , 1
2020/5/1, 6, , 19, 2, , 1
2020/5/2, 7, , 18, 1, , 
2020/5/3, 15, , 16, 4, , 1
2020/5/4, 8, , 10, 6, , 2
2020/5/5, 20, , 7, 8, , 3
2020/5/6, 24, , 1, 7, , 4
2020/5/7, 20, , 16, 8, , 3
2020/5/8, 17, , 16, 5, , 2
2020/5/9, 11, , 16, 3, , 1
2020/5/10, 10, , 17, 5, , 2
2020/5/11, 23, , 9, 10, , 5
2020/5/12, 35, , 14, 9, , 4
2020/5/13, 23, , 14, 8, , 3
2020/5/14, 24, , 11, 8, 2, 5
2020/5/15, 33, , 9, 7, , 3
2020/5/16, 42, , 14, 7, , 3
2020/5/17, 38, , 7, 9, , 7
2020/5/18, 37, , 5, 10, , 6
2020/5/19, 26, , 16, 6, , 3
2020/5/20, 21, , 17, 5, , 2
2020/5/21, 18, , 17, 6, , 2
2020/5/22, 15, , 13, 4, , 2
2020/5/23, 19, , 14, 4, , 2
2020/5/24, 16, , 15, 6, , 2
2020/5/25, 19, , 11, 8, , 2
2020/5/26, 16, , 6, 9, , 3
2020/5/27, 37, , 12, 8, 1, 4
2020/5/28, 32, , 10, 9, , 4
2020/5/29, 30, , 11, 9, , 9
2020/5/30, 41, , 18, 5, , 2
2020/5/31, 19, , 20, 7, , 2
2020/6/1, 11, , 17, 4, 2, 1
2020/6/2, 5, , 20, 3, , 1
2020/6/3, 18, , 16, 9, , 3
2020/6/4, 28, , 12, 8, , 2
2020/6/5, 43, , 15, 5, , 2
2020/6/6, 47, , 17, 5, , 3
2020/6/7, 28, , 13, 8, 1, 5
2020/6/8, 22, , 9, 8, , 5
2020/6/9, 51, , 6, 9, , 5
2020/6/10, 43, , 10, 9, 1, 4
2020/6/11, 50, , 7, 9, , 5
2020/6/12, 65, , 4, 8, , 5
2020/6/13, 63, , 20, 3, , 1
2020/6/14, 16, , 18, 3, , 1
2020/6/15, 12, , 21, 4, , 1
2020/6/16, 12, , 14, 9, , 2
2020/6/17, 17, , 9, 10, , 3
2020/6/18, 36, , 4, 10, , 4
2020/6/19, 39, , 7, 8, , 4
2020/6/20, 34, , 9, 5, , 3
2020/6/21, 28, , 16, 5, , 3
2020/6/22, 22, , 16, 4, , 2
2020/6/23, 13, , 14, 6, , 3
2020/6/24, 19, , 16, 4, 2, 2
2020/6/25, 24, , 15, 5, 2, 1
2020/6/26, 23, , 13, 7, , 5
2020/6/27, 33, , 12, 6, , 5
2020/6/28, 36, , 7, 9, , 4
2020/6/29, 42, , 3, 9, , 4
2020/6/30, 43, , 9, 10, , 4
2020/1/1, 11, 3, , 1, 3, 
2020/1/2, 11, 51, 32, 6, , 15
2020/1/3, 165, 36, 28, 3, 6, 8
2020/1/4, 131, 6, 13, 3, 1, 2
2020/1/5, 10, 70, 22, 11, 1, 39
2020/1/6, 242, 49, 26, 6, 2, 19
2020/1/8, 42, 4, 20, 3, , 5
2020/1/9, 25, 9, 32, 6, 2, 5
2020/1/10, 72, 4, 14, 2, 3, 2
2020/1/11, 9, 2, 14, 2, 6, 
2020/1/12, 6, 24, 48, 9, 2, 14
2020/1/13, 227, 81, 93, 10, 1, 21
2020/1/14, 343, 109, 54, 11, 1, 29
2020/1/15, 404, 8, 20, 2, , 6
2020/1/16, 63, , 15, 5, , 2
2020/1/17, 15, , 18, 4, , 3
2020/1/18, 30, , 15, 2, , 5
2020/1/19, 41, , 11, 4, , 3
2020/1/20, 4, , 24, 1, , 
2020/1/21, 16, , 27, 7, , 1
2020/1/22, 16, , 15, 3, , 
2020/1/23, 5, , 22, 4, 1, 
2020/1/24, 7, , 24, 3, , 
2020/1/25, 9, , 19, 3, 1, 1
2020/1/26, 31, , 18, 2, , 
2020/1/27, 10, , 20, 3, , 
2020/1/28, 9, , 22, 3, 1, 
2020/1/29, 10, , 44, 7, 1, 1
2020/1/30, 15, , 50, 12, , 3
2020/1/31, 79, , 21, 5, 1, 
2020/2/1, 13, , 16, 1, , 
2020/2/2, 5, , 13, 1, 1, 
2020/2/3, 6, , 13, 3, 6, 
2020/2/4, 6, , 15, 5, 8, 
2020/2/5, 8, , 25, 6, , 3
2020/2/6, 84, , 26, 6, 1, 3
2020/2/7, 69, , 12, 2, , 1
2020/2/8, 28, , 15, 1, , 1
2020/2/9, 23, , , , , 
2020/2/10, 15, , , , , 
2020/2/11, 21, , , , , 
2020/2/12, 12, , , , , 
2020/2/13, 4, , , , , 
2020/2/14, 15, , , , , 
2020/2/15, 15, , , , , 
2020/2/16, 10, , , , , 
2020/2/17, 7, , , , , 
2020/2/18, 7, , , , , 
2020/2/19, 6, , , , , 
2020/2/20, 7, , , , , 
2020/2/21, 4, , , , , 
2020/2/22, 6, , , , , 
2020/2/23, 10, , 27, 3, , 1
2020/2/24, 20, , 23, 5, , 1
2020/2/25, 15, , 15, 2, , 
2020/2/26, 6, , 15, 4, 1, 
2020/2/27, 5, , 12, 2, , 
2020/2/28, 4, , 17, 3, , 
2020/2/29, 6, , 11, 2, , 
2020/3/1, 7, , 18, 1, , 
2020/3/2, 6, , 13, 1, , 
2020/3/3, 5, , 13, 5, , 
2020/3/4, 12, , 19, 4, , 
2020/3/5, 10, , 17, 1, , 
2020/3/6, 3, , 14, 2, , 
2020/3/7, 5, , 12, 2, , 
2020/3/8, 4, , 15, 2, , 
2020/3/9, 1, , 16, 3, , 
2020/3/10, 3, , 21, 6, , 
2020/3/11, 4, , 27, 8, , 1
2020/3/12, 9, , 22, 7, , 1
2020/3/13, 9, , 16, 2, , 
2020/3/14, 7, , 13, 3, , 
2020/3/15, 4, , 13, 5, , 
2020/3/16, 3, , 21, 6, , 1
2020/3/17, 11, , 16, 10, , 1
2020/3/18, 6, , 22, 9, , 1
2020/3/19, 11, , 17, 2, , 
2020/3/20, 8, , 15, 1, , 
2020/3/21, 16, , 15, 2, , 
2020/3/22, 11, , 15, 4, , 
2020/3/23, 6, , 15, 5, 2, 
2020/3/24, 11, , 15, 1, , 
2020/3/25, 5, , 17, 4, , 
2020/3/26, 10, , 25, 4, , 
2020/3/27, 15, , 24, 5, , 1
2020/3/28, 28, , 20, 4, , 1
2020/3/29, 37, , 18, 5, , 
2020/3/30, 15, , 19, 5, , 
2020/3/31, 9, , 22, 5, , 
2019/12/31, , 4, , , , 
2020/1/7, , 14, 15, 3, , 6
2025/5/11, , , 22, 8, 2, 2
2025/5/30, , , 4, 11, , 3
2024/12/31, , , 14, 1, , 
2025/2/28, , , 22, 1, 1, 
2025/3/1, , , 13, 3, , 
2025/3/2, , , 17, 4, 1, 
2024/11/5, , , 24, 3, , 1
2024/11/6, , , 21, 2, 1, 
2024/11/7, , , 19, 2, , 
2024/11/8, , , 23, , 1, 1
2024/11/9, , , 19, , , 1
2024/11/10, , , 25, , 1, 1
2024/11/11, , , 22, , , 1
2024/8/6, , , 18, 8, 1, 
2024/8/7, , , 9, 10, 1, 
2024/3/18, , , 23, 4, , 1
2024/3/19, , , 15, 2, 1, 
2024/3/28, , , 29, 4, 2, 2
2024/3/29, , , 28, 3, 1, 2
2023/11/5, , , 11, 3, , 1
2023/11/19, , , 15, 5, , 1
2023/5/25, , , 14, 5, 2, 
2023/5/26, , , 19, 3, 1, 1
2023/5/27, , , 14, 6, 1, 2
2023/5/28, , , 17, 4, 3, 
2023/5/29, , , 16, 2, 1, 
2022/10/1, , , 16, 3, , 1
2022/10/2, , , 25, 5, , 1
2022/10/3, , , 21, 4, , 1
2022/10/4, , , 17, 4, , 1
2022/10/5, , , 19, 2, , 
2022/10/6, , , 18, 3, , 1
2022/7/1, , , , 14, , 6
2022/7/2, , , 13, 8, , 3
2022/7/3, , , 16, 7, , 4
2022/7/4, , , 17, 9, 1, 3
2022/7/5, , , 14, 7, , 2
2022/5/11, , , 5, 7, , 2
2022/5/12, , , 3, 7, , 4
2022/5/13, , , 12, 6, , 2
2022/5/14, , , 11, 7, , 3
2022/5/15, , , 17, 6, , 3
2022/1/2, , , 9, 1, , 1
2022/3/2, , , 12, 2, , 2
2021/11/30, , , 17, 5, , 1
2021/12/1, , , 33, 6, , 1
2021/12/2, , , 17, 1, , 1
2021/12/3, , , 12, 2, , 1
2021/12/4, , , 14, 2, , 1
2021/12/5, , , 15, 3, , 1
2021/12/6, , , 12, 3, , 1
2021/12/9, , , 11, 4, , 5
2021/12/10, , , 12, 2, , 1
2021/12/11, , , 13, 1, , 1
2021/12/12, , , 13, 3, 1, 1
2021/12/13, , , 20, 2, , 1
2021/7/8, , , 10, 9, , 3
2021/8/29, , , 13, 7, , 3
2021/8/30, , , 16, 8, , 2
2021/8/31, , , 18, 7, , 1
2021/9/1, , , 27, 6, , 2
2021/5/15, , , 17, 2, 1, 
2021/5/16, , , 17, 2, 2, 
2021/5/17, , , 13, , 1, 3
2020/7/11, , , 16, 9, , 1
