datetime_AEST,datetime_local,location_id,location_name,BSP,CO,DBT,NO2,O3,PM10,PM25,Sigma60,SO2,SWD,SWS,VWD,VWS
2023-12-31 23:00:00,2024-01-01 00:00:00,10001,Alphington,22.32,0.11,15.24,2.905,10.413,19.813,,22.893,0.37,190.008,1.526,193.998,1.44
2024-01-01 00:00:00,2024-01-01 01:00:00,10001,Alphington,,,14.874,,,22.546,9.756,25.694,,194.556,1.178,198.437,1.097
2024-01-01 01:00:00,2024-01-01 02:00:00,10001,Alphington,22.933,0.116,14.488,4.129,7.725,21.219,5.975,28.053,0.306,200.26,0.884,202.27,0.807
2024-01-01 02:00:00,2024-01-01 03:00:00,10001,Alphington,24.867,0.11,13.918,5.195,6.963,18.935,8.806,41.432,0.439,188.16,0.71,199.884,0.563
2024-01-01 03:00:00,2024-01-01 04:00:00,10001,Alphington,26.826,0.13,13.176,6.584,4.814,17.991,6.845,86.004,0.347,201.498,0.377,219.913,0.124
2024-01-01 04:00:00,2024-01-01 05:00:00,10001,Alphington,25.709,0.125,12.451,7.083,3.311,16.868,5.557,38.504,0.291,144.148,0.325,7.667,0.274
2024-01-01 05:00:00,2024-01-01 06:00:00,10001,Alphington,26.992,0.132,12.49,6.848,3.021,17.858,6.328,60.215,0.237,243.381,0.335,255.898,0.216
2024-01-01 06:00:00,2024-01-01 07:00:00,10001,Alphington,29.255,0.105,14.682,4.61,8.804,21.169,3.334,51.623,0.527,233.957,0.734,237.668,0.573
2024-01-01 07:00:00,2024-01-01 08:00:00,10001,Alphington,28.12,0.098,16.676,3.807,11.9,22.273,9.221,58.154,1.413,214.837,0.821,219.444,0.544
2024-01-01 08:00:00,2024-01-01 09:00:00,10001,Alphington,26.419,0.096,18.273,3.336,14.523,21.516,11.406,56.593,2.068,232.546,1.099,243.796,0.775
2024-01-01 09:00:00,2024-01-01 10:00:00,10001,Alphington,26.589,0.11,20.256,3.833,16.274,22.375,15.727,85.869,1.91,185.16,1.052,206.965,0.35
2024-01-01 10:00:00,2024-01-01 11:00:00,10001,Alphington,24.856,0.119,23.145,3.928,20.115,22.984,6.447,86.753,1.507,198.255,1.225,295.439,0.391
2024-01-01 11:00:00,2024-01-01 12:00:00,10001,Alphington,24.986,0.135,25.627,4.072,26.089,25.575,16.3,63.55,1.133,201.235,1.737,213.71,1.154
2024-01-01 12:00:00,2024-01-01 13:00:00,10001,Alphington,27.218,0.142,26.505,3.777,30.968,28.312,13.246,26.958,0.893,203.654,2.622,205.962,2.407
2024-01-01 13:00:00,2024-01-01 14:00:00,10001,Alphington,27.505,0.148,26.701,3.506,35.445,28.83,12.422,27.289,0.773,209.433,2.979,211.207,2.726
2024-01-01 14:00:00,2024-01-01 15:00:00,10001,Alphington,30.083,0.136,25.429,3.131,35.298,31.537,17.233,27.019,0.67,218.277,3.073,218.778,2.809
2024-01-01 15:00:00,2024-01-01 16:00:00,10001,Alphington,29.073,0.137,24.621,3.744,31.98,30.569,14.467,26.167,0.631,211.335,3.018,212.375,2.771
2024-01-01 16:00:00,2024-01-01 17:00:00,10001,Alphington,29.757,0.148,25.515,3.207,28.806,29.897,10.711,24.347,0.43,223.405,2.757,223.311,2.564
2024-01-01 17:00:00,2024-01-01 18:00:00,10001,Alphington,27.526,0.143,24.13,2.609,29.095,30.233,12.563,22.762,0.481,221.569,3.558,220.953,3.333
2024-01-01 18:00:00,2024-01-01 19:00:00,10001,Alphington,27.972,0.128,21.686,2.634,24.203,29.115,11.147,22.051,0.515,223.254,3.051,222.716,2.879
2024-01-01 19:00:00,2024-01-01 20:00:00,10001,Alphington,26.806,0.126,20.325,2.671,20.004,25.096,3.96,24.253,0.447,224.577,2.261,223.56,2.104
2024-01-01 20:00:00,2024-01-01 21:00:00,10001,Alphington,25.847,0.127,19.469,2.446,18.614,21.887,0.728,22.576,0.27,216.986,2.066,217.442,1.936
2024-01-01 21:00:00,2024-01-01 22:00:00,10001,Alphington,24.488,0.12,18.889,2.131,17.611,20.695,4.786,22.501,0.31,229.676,1.642,229.232,1.537
2024-01-01 22:00:00,2024-01-01 23:00:00,10001,Alphington,23.005,0.114,18.59,2.137,18.305,18.528,2.727,23.931,0.312,226.563,1.522,226.172,1.415
2024-01-01 23:00:00,2024-01-02 00:00:00,10001,Alphington,22.888,0.085,18.67,2.121,16.705,18.28,6.291,22.795,0.046,239.339,1.258,238.146,1.186
2024-01-02 00:00:00,2024-01-02 01:00:00,10001,Alphington,,,18.9,,,18.331,5.887,27.899,,231.966,1.073,231.558,0.986
2024-01-02 01:00:00,2024-01-02 02:00:00,10001,Alphington,27.907,0.083,18.977,2.614,14.455,22.757,12.316,33.261,-0.301,244.018,1.029,247.109,0.898
2024-01-02 02:00:00,2024-01-02 03:00:00,10001,Alphington,31.108,0.087,18.988,4.599,12.69,25.117,7.207,25.965,-0.026,279.037,1.203,280.342,1.099
2024-01-02 03:00:00,2024-01-02 04:00:00,10001,Alphington,29.82,0.086,18.771,3.886,11.395,24.809,11.202,35.04,-0.13,276.225,0.952,304.092,0.827
2024-01-02 04:00:00,2024-01-02 05:00:00,10001,Alphington,36.443,0.09,18.707,4.45,10.013,38.061,9.764,41.531,-0.089,208.033,0.491,345.845,0.392
2024-01-02 05:00:00,2024-01-02 06:00:00,10001,Alphington,47.893,0.096,18.815,5.661,9.146,48.993,6.087,45.306,-0.228,232.283,0.704,332.17,0.529
2024-01-02 06:00:00,2024-01-02 07:00:00,10001,Alphington,58.97,0.121,19.043,7.518,7.351,63.257,8.168,38.153,-0.246,86.952,1.019,21.163,0.924
2024-01-02 07:00:00,2024-01-02 08:00:00,10001,Alphington,42.722,0.112,19.499,6.541,9.056,25.925,13.442,52.452,-0.299,154.89,0.684,1.819,0.513
2024-01-02 08:00:00,2024-01-02 09:00:00,10001,Alphington,37.398,0.125,20.589,5.483,11.002,19.272,9.154,84.304,-0.316,199.737,0.71,326.604,0.274
2024-01-02 09:00:00,2024-01-02 10:00:00,10001,Alphington,34.666,0.142,22.659,5.023,14.867,20.254,11.941,95.497,-0.415,164.335,0.921,113.382,0.16
2024-01-02 10:00:00,2024-01-02 11:00:00,10001,Alphington,29.037,0.143,26.175,4.015,23.855,16.644,6.212,64.89,-0.213,143.834,1.27,146.345,0.78
2024-01-02 11:00:00,2024-01-02 12:00:00,10001,Alphington,26.988,0.146,29.802,3.299,33.884,20.777,18.64,77.504,-0.336,137.123,1.185,136.645,0.469
2024-01-02 12:00:00,2024-01-02 13:00:00,10001,Alphington,43.071,0.17,29.265,7.212,30.982,36.269,14.03,26.389,-0.446,210.185,2.394,212.243,2.197
2024-01-02 13:00:00,2024-01-02 14:00:00,10001,Alphington,43.486,0.173,25.671,6.285,34.042,29.178,18.636,25.375,-0.497,215.465,2.83,216.031,2.604
2024-01-02 14:00:00,2024-01-02 15:00:00,10001,Alphington,39.597,0.143,21.944,7.923,23.802,32.282,11.78,25.309,-0.433,240.962,4.075,239.711,3.766
2024-01-02 15:00:00,2024-01-02 16:00:00,10001,Alphington,43.316,0.15,19.83,12.678,13.956,31.419,8.251,34.61,-0.323,238.827,1.852,245.539,1.646
2024-01-02 16:00:00,2024-01-02 17:00:00,10001,Alphington,38.365,0.145,19.157,8.786,15.322,17.096,5.955,69.565,-0.414,127.848,0.837,85.925,0.352
2024-01-02 17:00:00,2024-01-02 18:00:00,10001,Alphington,35.369,0.174,19.286,7.819,15.232,13.326,9.865,25.956,-0.458,58.604,1.243,50.738,1.131
2024-01-02 18:00:00,2024-01-02 19:00:00,10001,Alphington,26.558,0.15,19.493,4.717,19.711,9.135,14.07,31.287,-0.451,67.946,1.418,55.554,1.253
2024-01-02 19:00:00,2024-01-02 20:00:00,10001,Alphington,18.054,0.148,19.87,3.972,21.798,6.653,8.248,32.423,-0.626,67.241,1.174,50.699,1.03
2024-01-02 20:00:00,2024-01-02 21:00:00,10001,Alphington,17.0,0.168,19.572,6.423,12.669,11.948,9.738,53.964,-0.503,241.599,0.512,285.023,0.358
2024-01-02 21:00:00,2024-01-02 22:00:00,10001,Alphington,21.402,0.238,19.052,8.927,6.724,9.66,4.757,52.879,-0.661,224.83,0.402,243.11,0.296
2024-01-02 22:00:00,2024-01-02 23:00:00,10001,Alphington,21.504,0.25,18.417,9.774,2.547,10.741,8.036,101.121,-0.624,183.92,0.26,224.81,0.04
2024-01-02 23:00:00,2024-01-03 00:00:00,10001,Alphington,31.672,0.235,18.344,12.212,2.889,14.729,5.845,49.696,-0.154,151.934,0.458,158.332,0.359
2024-01-03 00:00:00,2024-01-03 01:00:00,10001,Alphington,,,18.719,,,21.513,8.598,36.177,,156.19,0.618,155.668,0.534
2024-01-03 01:00:00,2024-01-03 02:00:00,10001,Alphington,57.836,0.145,18.768,8.982,6.622,19.716,11.803,56.904,-0.046,147.658,0.443,144.615,0.299
2024-01-03 02:00:00,2024-01-03 03:00:00,10001,Alphington,77.699,0.142,18.402,10.12,4.746,12.022,15.006,49.221,-0.033,125.582,0.38,14.583,0.304
2024-01-03 03:00:00,2024-01-03 04:00:00,10001,Alphington,72.137,0.152,18.234,9.889,2.689,10.218,13.321,28.981,-0.201,65.433,0.509,27.299,0.469
2024-01-03 04:00:00,2024-01-03 05:00:00,10001,Alphington,57.18,0.164,18.377,9.165,2.096,13.142,9.319,40.522,-0.183,80.25,0.269,67.595,0.212
2024-01-03 05:00:00,2024-01-03 06:00:00,10001,Alphington,44.903,0.183,18.462,7.725,2.16,12.324,10.453,53.917,-0.185,108.431,0.235,86.623,0.163
2024-01-03 06:00:00,2024-01-03 07:00:00,10001,Alphington,30.466,0.185,18.787,6.602,4.015,15.261,8.828,42.369,-0.193,94.142,0.365,61.662,0.279
2024-01-03 07:00:00,2024-01-03 08:00:00,10001,Alphington,22.868,0.2,18.937,7.569,3.44,12.718,8.466,76.518,-0.065,151.784,0.524,20.305,0.197
2024-01-03 08:00:00,2024-01-03 09:00:00,10001,Alphington,24.662,0.231,19.595,7.71,3.408,16.493,4.409,53.937,-0.193,97.673,0.444,47.503,0.308
2024-01-03 09:00:00,2024-01-03 10:00:00,10001,Alphington,21.056,0.229,20.818,9.66,6.851,8.212,3.895,44.585,-0.277,86.891,0.434,55.558,0.341
2024-01-03 10:00:00,2024-01-03 11:00:00,10001,Alphington,21.386,0.246,21.784,9.964,7.975,13.419,11.897,52.388,-0.37,118.204,0.743,133.101,0.526
2024-01-03 11:00:00,2024-01-03 12:00:00,10001,Alphington,15.19,0.223,22.825,10.565,17.22,5.281,3.932,37.406,-0.217,148.297,1.66,148.713,1.429
2024-01-03 12:00:00,2024-01-03 13:00:00,10001,Alphington,13.078,0.189,24.191,4.8,24.394,6.671,6.685,47.424,-0.426,122.044,1.314,124.185,1.063
2024-01-03 13:00:00,2024-01-03 14:00:00,10001,Alphington,16.446,0.194,27.209,3.311,30.974,10.333,-0.346,78.404,-0.368,155.376,0.978,163.123,0.458
2024-01-03 14:00:00,2024-01-03 15:00:00,10001,Alphington,19.45,0.215,28.711,4.606,36.299,14.11,8.401,34.266,-0.5,202.958,1.776,208.855,1.564
2024-01-03 15:00:00,2024-01-03 16:00:00,10001,Alphington,20.035,0.217,29.245,4.32,42.188,11.89,11.054,30.55,-0.505,204.943,2.335,209.849,2.097
2024-01-03 16:00:00,2024-01-03 17:00:00,10001,Alphington,23.475,0.213,26.197,5.23,39.039,12.021,10.264,25.163,-0.584,205.87,2.48,207.993,2.291
2024-01-03 17:00:00,2024-01-03 18:00:00,10001,Alphington,30.599,0.218,25.29,5.699,35.995,16.535,8.072,24.71,-0.419,201.953,1.975,203.254,1.831
2024-01-03 18:00:00,2024-01-03 19:00:00,10001,Alphington,32.932,0.204,23.705,8.005,28.626,17.664,5.101,24.108,-0.269,215.665,2.29,216.184,2.131
2024-01-03 19:00:00,2024-01-03 20:00:00,10001,Alphington,31.176,0.19,22.455,9.658,21.058,22.596,10.685,23.164,-0.3,231.005,1.986,231.091,1.855
2024-01-03 20:00:00,2024-01-03 21:00:00,10001,Alphington,27.713,0.17,21.624,7.822,18.16,14.078,12.167,23.467,-0.306,212.023,1.814,213.839,1.688
2024-01-03 21:00:00,2024-01-03 22:00:00,10001,Alphington,16.292,0.154,21.075,3.553,16.546,10.052,3.484,27.823,-0.342,205.357,1.896,207.511,1.716
2024-01-03 22:00:00,2024-01-03 23:00:00,10001,Alphington,9.98,0.132,20.088,1.801,12.752,4.478,4.263,23.218,-0.289,197.888,1.982,199.25,1.851
2024-01-03 23:00:00,2024-01-04 00:00:00,10001,Alphington,9.406,0.1,19.836,1.442,12.274,4.559,1.058,22.228,-0.191,191.874,1.608,194.797,1.519
2024-01-04 00:00:00,2024-01-04 01:00:00,10001,Alphington,,,19.769,,,12.877,-0.077,24.391,,210.825,2.099,212.362,1.941
2024-01-04 01:00:00,2024-01-04 02:00:00,10001,Alphington,38.611,0.083,18.924,2.717,10.142,24.272,8.408,21.171,-0.168,197.734,2.541,198.175,2.4
2024-01-04 02:00:00,2024-01-04 03:00:00,10001,Alphington,40.577,0.082,18.574,1.769,11.351,24.369,7.088,21.283,-0.028,196.657,2.094,198.195,1.977
2024-01-04 03:00:00,2024-01-04 04:00:00,10001,Alphington,42.027,0.083,18.429,1.365,11.973,27.876,8.902,25.788,-0.062,193.894,2.17,196.935,2.01
2024-01-04 04:00:00,2024-01-04 05:00:00,10001,Alphington,41.368,0.084,18.328,2.522,10.677,30.231,8.119,25.114,-0.086,198.002,1.873,200.361,1.739
2024-01-04 05:00:00,2024-01-04 06:00:00,10001,Alphington,40.343,0.086,18.235,4.278,10.132,30.51,9.95,23.545,0.093,200.177,2.098,200.942,1.955
2024-01-04 06:00:00,2024-01-04 07:00:00,10001,Alphington,38.656,0.096,18.377,3.142,11.31,32.452,5.555,25.757,-0.141,203.236,1.955,205.037,1.798
2024-01-04 07:00:00,2024-01-04 08:00:00,10001,Alphington,36.245,0.095,18.626,2.8,11.312,31.809,4.186,21.975,-0.177,197.51,2.17,197.973,2.049
2024-01-04 08:00:00,2024-01-04 09:00:00,10001,Alphington,31.693,0.103,19.213,2.462,12.363,24.894,5.505,26.866,-0.034,204.583,1.967,205.656,1.79
2024-01-04 09:00:00,2024-01-04 10:00:00,10001,Alphington,33.236,0.103,19.299,2.125,12.812,28.213,7.515,28.192,0.166,198.317,2.169,200.679,1.97
2024-01-04 10:00:00,2024-01-04 11:00:00,10001,Alphington,31.802,0.099,19.491,2.056,13.092,28.016,7.886,28.825,0.135,210.236,2.057,211.766,1.86
2024-01-04 11:00:00,2024-01-04 12:00:00,10001,Alphington,30.049,0.099,20.334,2.001,14.114,26.734,8.541,27.247,-0.038,214.679,2.501,214.591,2.281
2024-01-04 12:00:00,2024-01-04 13:00:00,10001,Alphington,29.676,0.103,21.949,1.866,16.021,23.264,8.298,27.971,0.159,200.674,2.615,202.759,2.39
2024-01-04 13:00:00,2024-01-04 14:00:00,10001,Alphington,28.631,0.108,22.426,2.061,18.988,25.375,11.032,31.391,0.154,223.512,2.623,223.793,2.352
2024-01-04 14:00:00,2024-01-04 15:00:00,10001,Alphington,27.221,0.109,22.907,1.965,20.669,23.378,6.408,28.895,0.3,215.678,2.693,216.098,2.432
2024-01-04 15:00:00,2024-01-04 16:00:00,10001,Alphington,22.517,0.113,23.086,1.916,20.398,16.991,9.427,26.272,0.199,220.56,2.905,220.663,2.669
2024-01-04 16:00:00,2024-01-04 17:00:00,10001,Alphington,20.198,0.111,23.273,1.886,18.768,18.827,8.478,25.893,0.306,223.314,3.003,222.345,2.757
2024-01-04 17:00:00,2024-01-04 18:00:00,10001,Alphington,22.814,0.111,21.621,2.23,15.282,25.74,6.407,23.991,0.362,218.83,3.2,218.407,2.982
2024-01-04 18:00:00,2024-01-04 19:00:00,10001,Alphington,33.796,0.122,21.085,3.652,13.541,32.687,3.935,22.278,0.175,223.872,2.594,223.157,2.43
2024-01-04 19:00:00,2024-01-04 20:00:00,10001,Alphington,32.377,0.123,20.702,3.645,11.882,28.863,6.465,23.446,0.257,225.181,2.188,224.767,2.038
2024-01-04 20:00:00,2024-01-04 21:00:00,10001,Alphington,30.403,0.137,20.665,5.175,8.38,24.536,9.66,42.852,0.11,221.599,1.26,228.467,1.04
2024-01-04 21:00:00,2024-01-04 22:00:00,10001,Alphington,19.964,0.113,20.719,2.714,10.462,10.358,6.105,32.847,0.299,145.742,1.127,145.782,1.015
2024-01-04 22:00:00,2024-01-04 23:00:00,10001,Alphington,18.497,0.113,19.881,2.755,9.322,12.438,4.74,36.35,0.366,162.543,0.777,156.76,0.659
2024-01-04 23:00:00,2024-01-05 00:00:00,10001,Alphington,16.707,0.101,18.771,2.985,7.947,11.547,6.966,25.188,-0.101,181.156,0.631,184.128,0.577
2024-01-05 00:00:00,2024-01-05 01:00:00,10001,Alphington,,,17.891,,,7.942,4.019,89.019,,199.727,0.314,230.933,0.129
2024-01-05 01:00:00,2024-01-05 02:00:00,10001,Alphington,12.18,0.089,16.887,2.467,4.632,6.019,3.818,98.005,-0.287,145.686,0.285,35.624,0.013
2024-01-05 02:00:00,2024-01-05 03:00:00,10001,Alphington,13.49,0.103,16.02,4.414,1.449,6.459,1.545,33.257,-0.078,243.406,0.342,325.574,0.288
2024-01-05 03:00:00,2024-01-05 04:00:00,10001,Alphington,13.983,0.117,15.389,5.504,0.179,8.095,0.554,34.411,-0.196,167.291,0.346,353.128,0.294
2024-01-05 04:00:00,2024-01-05 05:00:00,10001,Alphington,13.163,0.118,14.864,5.12,-0.016,8.817,4.515,26.945,-0.403,110.069,0.36,12.859,0.335
2024-01-05 05:00:00,2024-01-05 06:00:00,10001,Alphington,16.671,0.157,15.199,5.649,0.19,13.795,2.584,42.301,-0.363,88.912,0.281,27.127,0.236
2024-01-05 06:00:00,2024-01-05 07:00:00,10001,Alphington,22.364,0.184,16.824,8.178,0.765,23.395,4.078,58.011,-0.277,167.226,0.35,341.616,0.218
2024-01-05 07:00:00,2024-01-05 08:00:00,10001,Alphington,23.934,0.142,19.434,9.044,3.629,20.289,7.574,41.332,-0.282,266.264,1.0,298.419,0.848
2024-01-05 08:00:00,2024-01-05 09:00:00,10001,Alphington,25.498,0.113,21.493,5.497,7.139,13.448,6.371,54.074,-0.445,214.33,1.145,323.141,0.812
2024-01-05 09:00:00,2024-01-05 10:00:00,10001,Alphington,27.463,0.119,22.594,5.459,8.602,13.414,5.104,82.344,-0.305,183.776,1.041,317.937,0.4
2024-01-05 10:00:00,2024-01-05 11:00:00,10001,Alphington,29.302,0.141,24.44,5.512,11.151,15.72,7.421,72.789,-0.407,225.623,1.098,280.587,0.54
2024-01-05 11:00:00,2024-01-05 12:00:00,10001,Alphington,29.423,0.139,26.057,5.828,16.638,17.319,11.565,43.747,-0.327,200.979,1.264,201.742,1.036
2024-01-05 12:00:00,2024-01-05 13:00:00,10001,Alphington,27.115,0.143,27.432,6.171,22.778,18.9,17.47,67.295,-0.419,190.815,1.417,197.202,0.883
2024-01-05 13:00:00,2024-01-05 14:00:00,10001,Alphington,27.804,0.169,28.567,9.872,25.877,24.097,11.243,29.322,-0.448,200.247,1.869,201.302,1.69
2024-01-05 14:00:00,2024-01-05 15:00:00,10001,Alphington,21.39,0.142,29.719,5.056,41.513,20.533,11.289,52.935,-0.528,183.034,1.717,190.397,1.262
2024-01-05 15:00:00,2024-01-05 16:00:00,10001,Alphington,18.22,0.114,29.889,3.73,34.628,14.687,6.059,33.049,-0.519,179.864,1.939,186.463,1.725
2024-01-05 16:00:00,2024-01-05 17:00:00,10001,Alphington,18.531,0.117,30.728,3.222,34.125,16.8,10.41,39.278,-0.646,169.031,1.991,175.257,1.656
2024-01-05 17:00:00,2024-01-05 18:00:00,10001,Alphington,17.088,0.105,29.904,2.924,28.514,17.12,8.722,44.188,-0.544,153.166,2.019,148.357,1.687
2024-01-05 18:00:00,2024-01-05 19:00:00,10001,Alphington,15.298,0.094,27.415,2.298,23.155,12.908,11.132,39.582,-0.502,151.031,1.922,150.041,1.622
2024-01-05 19:00:00,2024-01-05 20:00:00,10001,Alphington,14.972,0.096,24.936,1.973,18.484,13.543,-1.52,37.223,-0.41,148.61,1.691,146.587,1.454
2024-01-05 20:00:00,2024-01-05 21:00:00,10001,Alphington,14.415,0.098,22.677,2.245,13.346,13.626,3.799,36.228,-0.136,160.712,1.143,159.972,0.993
2024-01-05 21:00:00,2024-01-05 22:00:00,10001,Alphington,13.366,0.098,20.982,2.886,11.3,13.905,1.795,30.657,-0.093,171.731,1.069,171.129,0.94
2024-01-05 22:00:00,2024-01-05 23:00:00,10001,Alphington,13.547,0.106,19.682,3.719,9.807,14.028,2.847,34.328,-0.256,179.111,0.647,183.192,0.556
